,id,title,description,thumbnail,channelTitle,channelId,viewCount,likeCount,dislikeCount,commentCount
0,uH8L02G9ptk,8 Amazing Camping Innovations You Must See,These incredible innovations will boost your outdoor adventures… FREEZE LISTS ESPAÑOL https://goo.gl/bM38rd FREEZE LISTS DEUTSCH https://goo.gl/IKd6xM FREEZE LISTS ENGLISH http://goo.gl/LqNRbT...,https://i.ytimg.com/vi/uH8L02G9ptk/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,754110,4507,475,239
1,VNShCiNeW5c,8 Amazing Coke Science Experiments - Compilation,"FAN MAIL: CRAZY RUSSIAN HACKER P.O. Box 49 Waynesville, NC 28786 Main channel CrazyRussianHacker - http://www.youtube.com/user/CrazyRussianHacker follow me on: https://www.instagram.com/crazyru...",https://i.ytimg.com/vi/VNShCiNeW5c/default.jpg,Taras Kul,UCkDbLiXbx6CIRZuyW9sZK1g,852151,12167,437,1450
2,iOULll8SjMc,8 Amazing TRUCK INVENTIONS,Check out these next generation trucks… FREEZE LISTS ESPAÑOL https://goo.gl/bM38rd FREEZE LISTS DEUTSCH https://goo.gl/IKd6xM FREEZE LISTS ENGLISH http://goo.gl/LqNRbT LINKS TRUCKWINGS...,https://i.ytimg.com/vi/iOULll8SjMc/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,248745,1358,87,182
3,6whkYAFKV-8,Most Amazing Voice Audition Wins Golden Buzzer & Reduces Judges To Tears | Got Talent Global,The Amazing Golden Voice audition of Genadi Tkachenko wins Golden Buzzer on Got Talent Georgia! The Judges are reduced to tears when he sings the sound of the Earth and mother nature! WOW!...,https://i.ytimg.com/vi/6whkYAFKV-8/default.jpg,Got Talent Global,UCe_Fx4EZAgKjDz0aQ_Y7hSA,982092,7503,225,713
4,yLBKkr9YPDM,8 AMAZING CRAFTS YOU MUST TRY AT HOME!!,8 AMAZING CRAFTS YOU MUST TRY AT HOME!! Today I will show you a brilliant DIY on how to re-purpose/recycle some things that you could find at your home. This diy project is good to do when...,https://i.ytimg.com/vi/yLBKkr9YPDM/default.jpg,MissDebbieDIY,UC9yVILEwmqgO5NyPjxj-Org,21028,458,51,35
5,AFaWWrg6AYU,8 Amazing Car Innovations & Gadgets,Check out these wild gadgets and innovations for your car… FREEZE LISTS ESPAÑOL https://goo.gl/bM38rd FREEZE LISTS DEUTSCH https://goo.gl/IKd6xM FREEZE LISTS ENGLISH http://goo.gl/LqNRbT...,https://i.ytimg.com/vi/AFaWWrg6AYU/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,1856385,7037,1742,586
6,GdYb9WNA-j8,8 AMAZING LIFE HACKS THAT WILL CHANGE YOUR LIFE,"Hello my dear friends, in this video I'm going to show you 8 AMAZING LIFE HACKS THAT WILL CHANGE YOUR LIFE ❉ SUBSCRIBE ❉ for new interesting Videos : https://goo.gl/UmqahH ➥ Thank you...",https://i.ytimg.com/vi/GdYb9WNA-j8/default.jpg,TQT HACKS,UCjGKnI2hIGdjFzA_CZs5YIw,18947,111,37,9
7,59Hra-PGK10,8 'AMAZING' Products For Thirsty Skin,"This was possibly the most rambly video of EVER! I'm trying to create more succint, inormative content this year that's a little more interesting to watch than just being talked AT for 20 minutes.....",https://i.ytimg.com/vi/59Hra-PGK10/default.jpg,MissBudgetBeauty,UCxKZqdMKI3zJuVL6mLQTg0w,4871,252,11,54
8,LlH_UgNQ1Qo,8 AMAZING LIFE HACKS!,https://youtu.be/2K0Y_qSydJg My NEW Channel Subscribe to Aredrine !!! Track: Rob Gasser - Happy [NCS Release] Music provided by NoCopyrightSounds. Watch:...,https://i.ytimg.com/vi/LlH_UgNQ1Qo/default.jpg,MrGear,UCo6DJdltbIub80bLiyJRv3w,144920,2737,592,393
9,VjHorQhOtBk,8 AMAZING SMOKE  TRICKS YOU SHOULD SEE!,Subscribe: http://www.youtube.com/c/MisterHacker 8 very cool science experiments and tricks with smoke.,https://i.ytimg.com/vi/VjHorQhOtBk/default.jpg,Mr. Hacker,UCQtjJDOYluum87LA4sI6xcg,1801365,22789,553,741
10,aGpfPmbXYMI,8 Amazing Tactical Gear & survival Gear You Need To See 2017,Looking for survival gadgets and tactical gear that will make your outdoor adventures much safer? See the latest survival gear and Prepper tools such as survival kits and tactical survival...,https://i.ytimg.com/vi/aGpfPmbXYMI/default.jpg,techupdate,UChbXRhgaHHuyNUeCtCy5nEA,430892,2894,451,104
11,sOltRu71jys,8 amazing SMOKE Experiments & Tricks,"Cool Smoke tricks compilation - Awesome Science Experiments for kids to do at home. Smoke Waterfall, How To Make Smoke Rings, How to do Smoking Fingers Magic Trick, Potassium Permanganate +...",https://i.ytimg.com/vi/sOltRu71jys/default.jpg,Lifehacker & Experimenter,UCPXzx0PVijALV2xVHKl15KQ,2838932,24783,1387,634
12,Nj33k9CNV7g,8 Amazing Camping Innovations You Must See  ▶2,Enjoy your camping more with these great innovations!... FREEZE LISTS ESPAÑOL https://goo.gl/bM38rd FREEZE LISTS DEUTSCH https://goo.gl/IKd6xM FREEZE LISTS ENGLISH http://goo.gl/LqNRbT ----------...,https://i.ytimg.com/vi/Nj33k9CNV7g/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,121573,1241,84,42
13,gBQ1T0i4Xw4,Top 8 AMAZING & MYSTERIOUS Archaeological Discoveries of 2016,In this video we take a look at some of the most amazing and mysterious archaeological discoveries of 2016. Some of these could even rewrite human history. ▻Subscribe for more videos! ...,https://i.ytimg.com/vi/gBQ1T0i4Xw4/default.jpg,Beyond Science,UCxo8ooAqXiObjuaIy10ud0A,297145,7988,127,918
14,5sZh4yCQoFA,8 Amazing DOLL CAKES Compilation | Girls Birthday Cake Ideas by Cakes StepbyStep,"8 Amazing DOLL CAKES Compilation | Girls Birthday Cake Ideas by Cakes StepbyStep *To stay up to date with my latest videos, make sure to SUBSCRIBE to this YouTube channel and click the ""BELL""...",https://i.ytimg.com/vi/5sZh4yCQoFA/default.jpg,Cakes StepByStep,UCjA7GKp_yxbtw896DCpLHmQ,141907,1468,97,54
15,eTlB7J_wurc,8 Amazing Tree Machines,These machines make quick work of even the most massive trees… FREEZE LISTS ESPAÑOL https://goo.gl/bM38rd FREEZE LISTS DEUTSCH https://goo.gl/IKd6xM FREEZE LISTS ENGLISH http://goo.gl/LqNRbT...,https://i.ytimg.com/vi/eTlB7J_wurc/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,125766,981,75,90
16,k528tiBlLUE,8 Amazing But Abandoned Places Frozen In Time,8 Amazing But Abandoned Places Frozen In Time contact us at: watchjojo2@gmail.com http://watchjojo.com Two Boys Notice Something Strange On The Train Tracks Before Realizing What It Actually...,https://i.ytimg.com/vi/k528tiBlLUE/default.jpg,watchJojo,UCDraeOigzyHfJCa7LJxf10w,11631,256,6,9
17,ALgd5mlIq4o,8 Amazing Veggie Burgers,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd https://tasty.co/compilation/veggie-burgers-4-ways https://tasty.co/compilation/4-ways-to-spice-up-your-boring-veggie-burger Check us...,https://i.ytimg.com/vi/ALgd5mlIq4o/default.jpg,Tasty,UCJFp8uSYCjXOMnkUyb3CQ3Q,232669,9117,286,1110
18,JMkcCNl7TCQ,8 amazing animal rescues! Watch these real-life heroes.,Animal Aid Unlimited is one of India's busiest rescue centers for ownerless street animals. Watch these amazing rescues of animals who were desperate for help. Donate to help save street...,https://i.ytimg.com/vi/JMkcCNl7TCQ/default.jpg,"Animal Aid Unlimited, India",UC4kyYTypYb3mQ6ZL25kly6g,2232453,22371,1065,1466
19,r21ybCwXMjo,8 Amazing Science EXPERIMENTS to do at Home * Interesting Electromagnetic Tricks,"Science experiments to do at home! It is Awesome and stunning electromagnetic tricks that you can repeat at home as well, studying science and experiments. I made this video in 8 interesting...",https://i.ytimg.com/vi/r21ybCwXMjo/default.jpg,grain,UC_bmcBUrZxomM8mgMvGB3cw,779764,5247,451,294
20,-XuWOntRQLc,8 AMAZING Unicorn CAKES in 10 MINUTES!,Hey cake lovers! Check out these amazing unicorn creations. SPECIAL THANKS TO MY AMAZING FRIENDS JK from Koalipops - https://www.youtube.com/user/Koalipops for the most awesome strawberries...,https://i.ytimg.com/vi/-XuWOntRQLc/default.jpg,Cake Style,UCNyp7l_6hmeKUrTOULmpiXA,945646,12533,492,440
21,NbGXMMM2jus,8 Amazing Aquatic Animals!,"What are the most epic underwater animals! Follow us: @whalewatchmeplz @mitchellmoffit Subscribe, it's free! http://bit.ly/1eA5JCm Written by Rachel Salt Follow us on Snapchat: whalewatchmeplz...",https://i.ytimg.com/vi/NbGXMMM2jus/default.jpg,Greg and Mitch,UCznHh6gk3ewFhaTZtdQFWWw,116514,4246,78,623
