,id,title,description,thumbnail,channelTitle,channelId,viewCount,likeCount,dislikeCount,commentCount
0,yegK9MwhLpQ,19 Amazing Facts That Seem Fake at First Glance,Subscribe to Bright Side : https://goo.gl/rQTJZz For copyright matters please contact us at: welcome@brightside.me ---------------------------------------------------------------------------------...,https://i.ytimg.com/vi/yegK9MwhLpQ/default.jpg,BRIGHT SIDE,UC4rlAVgAK0SGk-yTfe48Qpw,7560954,58235,9381,6846
1,Higf0ihhB0w,19 AMAZING DIY CRAFTS THAT WILL SURPRISE YOU,19 AMAZING DIY CRAFTS THAT WILL SURPRISE YOU! Here are some of the most beautiful DIY projects you can try anytime for your self at home DIY – Crafts & Life Hacks brings you some amazing...,https://i.ytimg.com/vi/Higf0ihhB0w/default.jpg,DIY - Crafts & Life Hacks,UCM3JpqUgyoMySQTSDUc0kdA,25801,252,27,8
2,tUw5j856moc,DIY ROOM DECOR! 19 Amazing Life Hacks & Easy Crafts Ideas at Home,DIY ROOM DECOR! 19 Amazing Life Hacks & Easy Crafts Ideas at Home. Here are some of the most beautiful DIY projects you can try anytime for your self at home. DIY – Crafts & Life Hacks...,https://i.ytimg.com/vi/tUw5j856moc/default.jpg,DIY - Crafts & Life Hacks,UCM3JpqUgyoMySQTSDUc0kdA,21255,180,17,7
3,sZ9IYHoJkfc,Best tattoos in the world HD 2017 [ Part 19 ] - Amazing Tattoo Design Ideas,Best tattoos in the world HD 2017 [ Part 19 ] - Amazing Tattoo Design Ideas Please subscribe to my youtube channel......https://goo.gl/gg9z6M ===========================================...,https://i.ytimg.com/vi/sZ9IYHoJkfc/default.jpg,MUMMY CHANNEL,UCQGNygz_tRt1dgss8-Wya7g,217930,1279,93,31
4,WgK_ojfjoeM,Amazing 💥 Like a Boss 💥 Compilation #19,HEY GUYS CHECK OUT OUR COOL MERCHANDISE!! HERE IS THE LINK   https://shop.spreadshirt.com/UNIQLISTORE In This Video I Will Give You Best 10 Minutes Funny EPIC WTF FAILS Amazing Compilation...,https://i.ytimg.com/vi/WgK_ojfjoeM/default.jpg,Suka Suka Compilation,UC7kHW2NpWefgNcvEk0N0fTA,901149,7587,952,348
5,O8i09c3Kwmc,Super Mario Maker - 19 Amazing Automatic Levels,"Here I play through 19 crazy automatic levels from top-starred creator うささ / Usasa in Super Mario Maker for Wii U. I'm not a huge fan of those 'keep walk' / 'keep run' courses, but I...",https://i.ytimg.com/vi/O8i09c3Kwmc/default.jpg,YTSunny,UCJs3Q9ndrqierxmnQWUTHXA,239921,1718,151,266
6,-gbwIPaUg4k,19 AMAZING BEHIND THE SCENES PHOTOS FROM 'LITTLE HOUSE ON THE PRAIRIE',"Little House on the Prairie is an American western drama television series, based upon Laura Ingalls Wilder's 9-part series of autobiographical books. Television producer and NBC executive...",https://i.ytimg.com/vi/-gbwIPaUg4k/default.jpg,Wonderful Life - For history lovers,UCs1mo7eV9L3g2VRnFBnl3kw,3654,72,4,1
7,EPBoGqZAJZs,Nursery Rhymes Collection - 19 Amazing Songs for Children by Oxbridge Baby,"Watch our Nursery Rhymes Collection featuring 19 amazing songs your little ones will love. For more Nursery Rhymes, Kids Songs and Preschool Learning Videos click here: https://www.youtube.com/user...",https://i.ytimg.com/vi/EPBoGqZAJZs/default.jpg,oxbridgebaby,UC-mRnyHz0TQ8lnmTd85MeCw,4234,18,11,1
8,k43xo6V9ZH8,OUR NEW ROOKIES ARE AMAZING! | Madden 18 Colts Connected Franchise Ep. 19,Thanks for watching! LEGENDARY MERCH: https://teespring.com/stores/not-the-expert Twitch: https://www.twitch.tv/nottheexpertyt Twitter: https://twitter.com/NotTheExpertYT Instagram: https://www...,https://i.ytimg.com/vi/k43xo6V9ZH8/default.jpg,Not The Expert,UCsUeMgCW9MRxoZbXTpA7Sog,47812,1784,13,251
9,b2O8MeC9gxs,19 amazing card tricks unboxing,,https://i.ytimg.com/vi/b2O8MeC9gxs/default.jpg,Logan Maiden,UClrM_uV-5na748dq2djjjmQ,388,3,3,1
